id_edicion,anio,id_evento,evento,codigo_noc,gold,silver,bronze,filas_atleta,estado,motivo,fuente_oficial
53,2014,158,"Four, Men (Olympic)",USA,,Chris Fogt; Curt Tomasevicz; Steve Holcomb; Steve Langton,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,158,"Four, Men (Olympic)",GBR,,,Bruce Tasker; Joel Fearon; John Jackson; Stuart Benson,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1642,"Slopestyle, Women (Olympic)",USA,,Devin Logan,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1642,"Slopestyle, Women (Olympic)",CAN,Dara Howell,,Kim Lamarre,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1643,"Halfpipe, Women (Olympic)",JPN,,,Ayana Onozuka,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1643,"Halfpipe, Women (Olympic)",USA,Maddie Bowman,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1643,"Halfpipe, Women (Olympic)",FRA,,Marie Martinod,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1644,"Slopestyle, Men (Olympic)",USA,Joss Christensen,Gus Kenworthy,Nick Goepper,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1647,"Halfpipe, Men (Olympic)",USA,David Wise,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1647,"Halfpipe, Men (Olympic)",CAN,,Mike Riddle,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1647,"Halfpipe, Men (Olympic)",FRA,,,Kévin Rolland,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1652,"Normal Hill, Individual, Women (Olympic)",AUT,,Daniela Iraschko-Stolz,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1652,"Normal Hill, Individual, Women (Olympic)",FRA,,,Coline Mattel,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1652,"Normal Hill, Individual, Women (Olympic)",GER,Carina Vogt,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1904,Speed Skating Women's 500 metres,KOR,Lee Sang-Hwa,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1904,Speed Skating Women's 500 metres,NED,,,Margot Madeleine Boer,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1904,Speed Skating Women's 500 metres,RUS,,Olga Fatkulina,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1905,"Speed Skating Women's 1,000 metres",NED,,"Irene Karlijn ""Ireen"" Wst",Margot Madeleine Boer,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1905,"Speed Skating Women's 1,000 metres",CHN,Zhang Hong,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1907,Cross Country Skiing Men's 50 kilometres,RUS,Aleksandr Legkov,Maksim Vylegzhanin,Ilya Chernousov,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1909,Cross Country Skiing Men's 4 x 10 kilometres Relay,RUS,,Aleksandr Bessmertnykh; Aleksandr Legkov; Dmitry Yaparov; Maksim Vylegzhanin,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1909,Cross Country Skiing Men's 4 x 10 kilometres Relay,SWE,Jan Olof Daniel Richardsson; Johan Olsson; Lars Nelson; Marcus Hellner,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1909,Cross Country Skiing Men's 4 x 10 kilometres Relay,FRA,,,Ivan Perrillat Boiteux; Jean-Marc Gaillard; Maurice Manificat; Robin Duvillard,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1917,Biathlon Women's 7.5 kilometres Sprint,RUS,,Olga Vilukhina,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1917,Biathlon Women's 7.5 kilometres Sprint,SVK,Anastasia Kuzmina,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1917,Biathlon Women's 7.5 kilometres Sprint,UKR,,,Vita Semerenko,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1930,Alpine Skiing Men's Downhill,ITA,,Christof Innerhofer,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1930,Alpine Skiing Men's Downhill,AUT,Matthias Mayer,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1930,Alpine Skiing Men's Downhill,NOR,,,Kjetil Jansrud,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1931,Alpine Skiing Men's Super G,NOR,Kjetil Jansrud,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1931,Alpine Skiing Men's Super G,USA,,Andrew Weibrecht,Bode Miller,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1931,Alpine Skiing Men's Super G,CAN,,,Jan Hudec,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1932,Alpine Skiing Men's Giant Slalom,USA,Ted Ligety,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1932,Alpine Skiing Men's Giant Slalom,FRA,,Steve Missillier,Alexis Pinturault,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1933,Alpine Skiing Men's Slalom,AUT,Mario Matt,Marcel Hirscher,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1933,Alpine Skiing Men's Slalom,NOR,,,Henrik Kristoffersen,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1934,Alpine Skiing Men's Combined,ITA,,,Christof Innerhofer,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1934,Alpine Skiing Men's Combined,SUI,Sandro Viletta,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1934,Alpine Skiing Men's Combined,CRO,,Ivica Kosteli,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1938,Speed Skating Men's 500 metres,NED,Michel Mulder,Jan Smeekens,Ronald Mulder,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1939,"Speed Skating Men's 1,500 metres",NED,,Koen Verweij,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1939,"Speed Skating Men's 1,500 metres",POL,Zbigniew Marcin Brdka,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1939,"Speed Skating Men's 1,500 metres",CAN,,,Denny Morrison,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1941,Luge Women's Singles,USA,,,Erin Mullady Hamlin,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1941,Luge Women's Singles,GER,Natalie Geisenberger,Tatjana Hfner,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1950,Bobsleigh Men's Four,LAT,,Arvis Vilkaste; Daumants Dreikens; Jnis Strenga; Oskars Melbrdis,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1950,Bobsleigh Men's Four,RUS,Aleksandr Zubkov; Aleksey Negodaylo; Aleksey Voyevoda; Dmitry Trunenkov,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1950,Bobsleigh Men's Four,USA,,,"Chris Fogt; Curtis ""Curt"" Tomasevicz; Steve Holcomb; Steve Langton",4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1958,"Speed Skating Men's 5,000 metres",NED,Sven Kramer,Jan Blokhuijsen,Jorrit Bergsma,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1959,"Speed Skating Men's 10,000 metres",NED,Jorrit Bergsma,Sven Kramer,Bob de Jong,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1962,Cross Country Skiing Men's 15 kilometres,SUI,Dario Cologna,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,1962,Cross Country Skiing Men's 15 kilometres,SWE,,Johan Olsson,Jan Olof Daniel Richardsson,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2020,Alpine Skiing Women's Slalom,AUT,,Marlies Schild,Kathrin Zettel,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2020,Alpine Skiing Women's Slalom,USA,Mikaela Shiffrin,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2025,Figure Skating Men's Singles,JPN,Yuzuru Hanyu,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2025,Figure Skating Men's Singles,KAZ,,,Denis Ten,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2025,Figure Skating Men's Singles,CAN,,Patrick Chan,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2029,Figure Skating Mixed Team,RUS,Dmitry Vladimirovich Sovolyov; Fyodor Klimov; Kseniya Stolbova; Maksim Trankov; Nikita Katsalapov; Tetiana Andrivna Volosozhar; Yekaterina Bobrova; Yelena Ruslanovna Ilyinykh; Yevgeny Plyushchenko; Yuliya Lipnitskaya,,,10,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2029,Figure Skating Mixed Team,USA,,,"Ashley Wagner; Charlie White, Jr.; Gracie Gold; Jason Brown; Jeremy Abbott; Marissa Castelli; Meryl Elizabeth Davis; Simon Shnapir",8,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2029,Figure Skating Mixed Team,CAN,,Dylan Moscovitch; Eric Radford; Kaetlyn Osmond; Kevin Reynolds; Kirsten Moore-Towers; Meagan Duhamel; Patrick Chan; Scott Moir; Tessa Virtue,,9,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2102,Bobsleigh Men's Two,RUS,Aleksandr Zubkov; Aleksey Voyevoda,,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2102,Bobsleigh Men's Two,SUI,,Alex Baumann; Beat Hefti,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2102,Bobsleigh Men's Two,USA,,,Steve Holcomb; Steve Langton,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2104,Nordic Combined Men's Team,AUT,,,Bernhard Gruber; Christoph Bieler; Lukas Klapfer; Mario Stecher,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2104,Nordic Combined Men's Team,NOR,Hvard Klemetsen; Jrgen Nyland Graabak; Magnus Krog; Magnus Moan,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2104,Nordic Combined Men's Team,GER,,Bjrn Kircheisen; Eric Frenzel; Fabian Riele; Johannes Rydzek,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2124,Biathlon Men's 10 kilometres Sprint,AUT,,Dominik Landertinger,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2124,Biathlon Men's 10 kilometres Sprint,NOR,Ole Einar Bjrndalen,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2124,Biathlon Men's 10 kilometres Sprint,CZE,,,Jaroslav Soukup,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2125,Biathlon Men's 20 kilometres,RUS,,,Yevgeny Garanichev,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2125,Biathlon Men's 20 kilometres,FRA,Martin Fourcade,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2125,Biathlon Men's 20 kilometres,GER,,Erik Lesser,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2126,Biathlon Men's 4 x 7.5 kilometres Relay,AUT,,,Christoph Sumann; Daniel Mesotitsch; Dominik Landertinger; Simon Eder,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2126,Biathlon Men's 4 x 7.5 kilometres Relay,RUS,Aleksey Volkov; Anton Shipulin; Dmitry Malyshko; Yevgeny Ustyugov,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2126,Biathlon Men's 4 x 7.5 kilometres Relay,GER,,Arnd Peiffer; Daniel Bhm; Erik Lesser; Simon Schempp,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2127,Freestyle Skiing Men's Moguls,RUS,,,Aleksandr Smyshlyayev,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2127,Freestyle Skiing Men's Moguls,CAN,Alex Bilodeau,Mikal Kingsbury,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2142,Figure Skating Mixed Pairs,RUS,Maksim Trankov; Tetiana Andrivna Volosozhar,Fyodor Klimov; Kseniya Stolbova,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2142,Figure Skating Mixed Pairs,GER,,,Aljona Sawtchenko; Robin Szolkowy,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2143,Freestyle Skiing Men's Aerials,AUS,,David Morris,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2143,Freestyle Skiing Men's Aerials,BLR,Anton Sergeyevich Kushnir,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2143,Freestyle Skiing Men's Aerials,CHN,,,Jia Zongyang,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2146,Alpine Skiing Women's Giant Slalom,AUT,,Anna Fenninger-Veith,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2146,Alpine Skiing Women's Giant Slalom,SLO,Tina Maze,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2146,Alpine Skiing Women's Giant Slalom,GER,,,Viktoria Rebensburg,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2147,Alpine Skiing Women's Super G,AUT,Anna Fenninger-Veith,,Nicole Hosp,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2147,Alpine Skiing Women's Super G,GER,,Maria Hfl-Riesch,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2149,Cross Country Skiing Women's 10 kilometres,NOR,,,Therese Johaug,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2149,Cross Country Skiing Women's 10 kilometres,POL,Justyna Kowalczyk,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2149,Cross Country Skiing Women's 10 kilometres,SWE,,Charlotte Kalla,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2158,Biathlon Men's 12.5 kilometres Pursuit,CZE,,Ondej Moravec,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2158,Biathlon Men's 12.5 kilometres Pursuit,FRA,Martin Fourcade,,Jean-Guillaume Batrix,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2164,"Speed Skating Women's 1,500 metres",NED,Jorien ter Mors,"Irene Karlijn ""Ireen"" Wst",Lotte van Beek,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2165,Speed Skating Women's Team Pursuit (6 laps),NED,"Irene Karlijn ""Ireen"" Wst; Jorien ter Mors; Lotte van Beek; Marrit Leenstra",,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2165,Speed Skating Women's Team Pursuit (6 laps),POL,,Katarzyna Bronisawa Woniak; Katarzyna Wjcicka-Bachleda-Curu (-Trzebunia); Luiza Zotkowska; Natalia Czerwonka,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2165,Speed Skating Women's Team Pursuit (6 laps),RUS,,,Olga Graf; Yekaterina Lobysheva; Yekaterina Shikhova; Yuliya Skokova,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2166,Cross Country Skiing Men's Sprint,NOR,Ola Vigen Hattestad,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2166,Cross Country Skiing Men's Sprint,SWE,,Teodor Peterson,Karl Emil Jnsson,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2168,Figure Skating Women's Singles,ITA,,,Carolina Kostner,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2168,Figure Skating Women's Singles,KOR,,Yu-Na Kim,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2168,Figure Skating Women's Singles,RUS,Adelina Sotnikova,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2169,"Speed Skating Men's 1,000 metres",NED,Stefan Groothuis,,Michel Mulder,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2169,"Speed Skating Men's 1,000 metres",CAN,,Denny Morrison,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2198,Alpine Skiing Women's Combined,AUT,,Nicole Hosp,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2198,Alpine Skiing Women's Combined,USA,,,Julia Mancuso,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2198,Alpine Skiing Women's Combined,GER,Maria Hfl-Riesch,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2200,"Ski Jumping Men's Normal Hill, Individual",NOR,,,Anders Bardal,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2200,"Ski Jumping Men's Normal Hill, Individual",POL,Kamil Stoch,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2200,"Ski Jumping Men's Normal Hill, Individual",SLO,,Peter Prevc,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2205,Curling Men's Curling,SWE,,,Fredrik Lindberg; Niklas Edin; Sebastian Kraupp; Viktor Erik Kjll,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2205,Curling Men's Curling,CAN,Brad Jacobs; E.J. Harnden; Ryan Fry; Ryan Harnden,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2205,Curling Men's Curling,GBR,,David Murdoch; Greg Drummond; Michael Goodfellow; Scott Andrews,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2208,Biathlon Women's 15 kilometres,SUI,,Selina Gasparin,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2208,Biathlon Women's 15 kilometres,BLR,Darya Vladimirovna Domracheva,,Nadezhda Valeryevna Skardino,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2238,Curling Women's Curling,SWE,,Anna Maria Prytz; Anna Ulrika Maria Wennerstrm; Christina Bertrup; Margaretha Sigfridsson,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2238,Curling Women's Curling,CAN,Dawn McEwen (Askin-); Jennifer Jones; Jill Officer; Kaitlyn Lawes,,,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2238,Curling Women's Curling,GBR,,,"Anna Sloan; Claire Hamilton; Eve Muirhead; Victoria ""Vicki"" Adams",4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2252,Freestyle Skiing Men's Slopestyle,USA,Joss Christensen,Gus Kenworthy,Nick Goepper,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2269,Alpine Skiing Women's Downhill,SLO,Tina Maze,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2269,Alpine Skiing Women's Downhill,SUI,Dominique Gisin,,Lara Gut,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2279,Freestyle Skiing Women's Halfpipe,JPN,,,Ayana Onozuka,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2279,Freestyle Skiing Women's Halfpipe,USA,Maddie Bowman,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2279,Freestyle Skiing Women's Halfpipe,FRA,,Marie Martinod,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2287,Figure Skating Mixed Ice Dancing,RUS,,,Nikita Katsalapov; Yelena Ruslanovna Ilyinykh,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2287,Figure Skating Mixed Ice Dancing,USA,"Charlie White, Jr.; Meryl Elizabeth Davis",,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2287,Figure Skating Mixed Ice Dancing,CAN,,Scott Moir; Tessa Virtue,,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2293,Cross Country Skiing Women's 30 kilometres,NOR,Marit Bjrgen,Therese Johaug,Kristin Strmer Steira,3,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2294,Cross Country Skiing Women's 15 km Skiathlon,NOR,Marit Bjrgen,,Heidi Weng,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2294,Cross Country Skiing Women's 15 km Skiathlon,SWE,,Charlotte Kalla,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2304,Snowboarding Men's Halfpipe,JPN,,Ayumu Hirano,Taku Hiraoka,2,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2304,Snowboarding Men's Halfpipe,SUI,Iouri Podladtchikov,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2318,"Ski Jumping Men's Large Hill, Individual",JPN,,Noriaki Kasai,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2318,"Ski Jumping Men's Large Hill, Individual",POL,Kamil Stoch,,,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2318,"Ski Jumping Men's Large Hill, Individual",SLO,,,Peter Prevc,1,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
53,2014,2319,"Ski Jumping Men's Large Hill, Team",JPN,,,Daiki Ito; Noriaki Kasai; Reruhi Shimizu; Taku Takeuchi,4,REVIEW,"Team medals are grouped by edition, event and NOC; no athlete-level inflation is inferred.",IOC Olympic results
