id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,modalidades_a,modalidades_b,modificadores_a,modificadores_b,clasificacion_phase4,razon_phase4
1965,Shooting Men's Trap,2345,Shooting Men's Double Trap,Shooting,Shooting,MEN,MEN,0.844444,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",,double,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""trap""]]","[""men"", false, false, [""double""], [], [], [""trap""]]",,double,trap,trap,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1965,Shooting Men's Trap,2480,"Shooting Men's Trap, Team",Shooting,Shooting,MEN,MEN,0.883721,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer')] | fuente3:[('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""trap""]]","[""men"", false, false, [""team""], [], [], [""trap""]]",,team,trap,trap,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2054,"Shooting Men's Free Pistol, 50 metres",2270,"Shooting Men's Free Pistol, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.935065,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1900', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')] | fuente3:[('1900', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""free"", ""metres"", ""pistol""]]","[""men"", false, false, [""team""], [], [], [""free"", ""metres"", ""pistol""]]",,team,free | metres | pistol,free | metres | pistol,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2224,"Shooting Men's Free Rifle, Three Positions, 300 metres",2271,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Shooting,MEN,MEN,0.954128,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1900', 'Summer'), ('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')] | fuente3:[('1900', 'Summer'), ('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""free"", ""metres"", ""positions"", ""rifle"", ""three""]]","[""men"", false, false, [""team""], [], [], [""free"", ""metres"", ""positions"", ""rifle"", ""three""]]",,team,free | metres | positions | rifle | three,free | metres | positions | rifle | three,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",2533,"Shooting Men's Military Rifle, 200 metres",Shooting,Shooting,MEN,MEN,0.792079,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,400 500 600 and team,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""team""], [], [], [""and"", ""metres"", ""military"", ""rifle""]]","[""men"", false, false, [], [], [], [""metres"", ""military"", ""rifle""]]",team,,and | metres | military | rifle,metres | military | rifle,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
2228,"Shooting Men's Military Rifle, Prone, 300 metres",2272,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Shooting,Shooting,MEN,MEN,0.948454,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""metres"", ""military"", ""prone"", ""rifle""]]","[""men"", false, false, [""team""], [], [], [""metres"", ""military"", ""prone"", ""rifle""]]",,team,metres | military | prone | rifle,metres | military | prone | rifle,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",2272,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Shooting,Shooting,MEN,MEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",600 and metres,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""team""], [], [], [""and"", ""metres"", ""metres"", ""military"", ""prone"", ""rifle""]]","[""men"", false, false, [""team""], [], [], [""metres"", ""military"", ""prone"", ""rifle""]]",team,team,and | metres | metres | military | prone | rifle,metres | military | prone | rifle,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",2273,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Shooting,Shooting,MEN,MEN,0.803419,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",300 and metres,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""team""], [], [], [""and"", ""metres"", ""metres"", ""military"", ""prone"", ""rifle""]]","[""men"", false, false, [""team""], [], [], [""metres"", ""military"", ""prone"", ""rifle""]]",team,team,and | metres | metres | military | prone | rifle,metres | military | prone | rifle,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",2570,"Shooting Men's Military Rifle, Prone, 600 metres",Shooting,Shooting,MEN,MEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",300 and metres team,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""team""], [], [], [""and"", ""metres"", ""metres"", ""military"", ""prone"", ""rifle""]]","[""men"", false, false, [], [], [], [""metres"", ""military"", ""prone"", ""rifle""]]",team,,and | metres | metres | military | prone | rifle,metres | military | prone | rifle,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2253,"Shooting Men's Running Target, Single Shot",2437,"Shooting Men's Running Target, Single And Double Shot",Shooting,Shooting,MEN,MEN,0.88172,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,,and double,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""shot"", ""single""], [], [], [""running"", ""target""]]","[""men"", false, false, [""double"", ""shot"", ""single""], [], [], [""and"", ""running"", ""target""]]",shot | single,double | shot | single,running | target,and | running | target,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
2253,"Shooting Men's Running Target, Single Shot",2487,"Shooting Men's Running Target, Single Shot, Team",Shooting,Shooting,MEN,MEN,0.942529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer')] | fuente3:[('1908', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""shot"", ""single""], [], [], [""running"", ""target""]]","[""men"", false, false, [""shot"", ""single"", ""team""], [], [], [""running"", ""target""]]",shot | single,shot | single | team,running | target,running | target,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2254,"Shooting Men's Running Target, Double Shot",2437,"Shooting Men's Running Target, Single And Double Shot",Shooting,Shooting,MEN,MEN,0.88172,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,,and single,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [""double"", ""shot""], [], [], [""running"", ""target""]]","[""men"", false, false, [""double"", ""shot"", ""single""], [], [], [""and"", ""running"", ""target""]]",double | shot,double | shot | single,running | target,and | running | target,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
2254,"Shooting Men's Running Target, Double Shot",2502,"Shooting Men's Running Target, Double Shot, Team",Shooting,Shooting,MEN,MEN,0.942529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer'), ('1924', 'Summer')] | fuente3:[('1920', 'Summer'), ('1924', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""double"", ""shot""], [], [], [""running"", ""target""]]","[""men"", false, false, [""double"", ""shot"", ""team""], [], [], [""running"", ""target""]]",double | shot,double | shot | team,running | target,running | target,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2273,"Shooting Men's Military Rifle, Prone, 600 metres, Team",2570,"Shooting Men's Military Rifle, Prone, 600 metres",Shooting,Shooting,MEN,MEN,0.948454,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",team,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""team""], [], [], [""metres"", ""military"", ""prone"", ""rifle""]]","[""men"", false, false, [], [], [], [""metres"", ""military"", ""prone"", ""rifle""]]",team,,metres | military | prone | rifle,metres | military | prone | rifle,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2274,"Shooting Men's Military Rifle, Standing, 300 metres, Team",2626,"Shooting Men's Military Rifle, Standing, 300 metres",Shooting,Shooting,MEN,MEN,0.951456,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",team,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""team""], [], [], [""metres"", ""military"", ""rifle"", ""standing""]]","[""men"", false, false, [], [], [], [""metres"", ""military"", ""rifle"", ""standing""]]",team,,metres | military | rifle | standing,metres | military | rifle | standing,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2374,"Shooting Men's Dueling Pistol, 30 metres",2573,"Shooting Men's Dueling Pistol, 30 metres, Team",Shooting,Shooting,MEN,MEN,0.939759,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1912', 'Summer')] | fuente3:[('1912', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""dueling"", ""metres"", ""pistol""]]","[""men"", false, false, [""team""], [], [], [""dueling"", ""metres"", ""pistol""]]",,team,dueling | metres | pistol,dueling | metres | pistol,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2439,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",2576,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Shooting,Shooting,MEN,MEN,0.96063,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1912', 'Summer')] | fuente3:[('1912', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""bore"", ""disappearing"", ""metres"", ""rifle"", ""small"", ""target""]]","[""men"", false, false, [""team""], [], [], [""bore"", ""disappearing"", ""metres"", ""rifle"", ""small"", ""target""]]",,team,bore | disappearing | metres | rifle | small | target,bore | disappearing | metres | rifle | small | target,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2463,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",2464,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.952381,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1920', 'Summer')] | fuente3:[('1920', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""bore"", ""metres"", ""rifle"", ""small"", ""standing""]]","[""men"", false, false, [""team""], [], [], [""bore"", ""metres"", ""rifle"", ""small"", ""standing""]]",,team,bore | metres | rifle | small | standing,bore | metres | rifle | small | standing,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2503,"Shooting Men's Free Pistol, 50 yards",2504,"Shooting Men's Free Pistol, 50 yards, Team",Shooting,Shooting,MEN,MEN,0.933333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1908', 'Summer')] | fuente3:[('1908', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""free"", ""pistol"", ""yards""]]","[""men"", false, false, [""team""], [], [], [""free"", ""pistol"", ""yards""]]",,team,free | pistol | yards,free | pistol | yards,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2581,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",2626,"Shooting Men's Military Rifle, Standing, 300 metres",Shooting,Shooting,MEN,MEN,0.890909,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,,kneeling or,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""men"", false, false, [], [], [], [""kneeling"", ""metres"", ""military"", ""or"", ""rifle"", ""standing""]]","[""men"", false, false, [], [], [], [""metres"", ""military"", ""rifle"", ""standing""]]",,,kneeling | metres | military | or | rifle | standing,metres | military | rifle | standing,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
2606,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",2607,"Shooting Men's Military Revolver, 20 metres",Shooting,Shooting,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1906', 'Summer')] | fuente3:[('1906', 'Summer')]",1873 1874 gras model,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""gras"", ""metres"", ""military"", ""model"", ""revolver""]]","[""men"", false, false, [], [], [], [""metres"", ""military"", ""revolver""]]",,,gras | metres | military | model | revolver,metres | military | revolver,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1386,"Trap, Team, Mixed (Olympic)",2841,Trap Mixed Team,Shooting,Shooting,MIXED,MIXED,0.631579,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""mixed"", ""team""], [], [], [""trap""]]","[""mixed"", false, false, [""mixed"", ""team""], [], [], [""trap""]]",mixed | team,mixed | team,trap,trap,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
1387,"Air Pistol, 10 metres, Team, Mixed (Olympic)",1705,"Air Pistol, 10 metres, Team, Mixed Youth (YOG)",Shooting,Shooting,MIXED,MIXED,0.85,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,yog youth,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""mixed"", ""team""], [], [], [""air"", ""metres"", ""pistol""]]","[""mixed"", true, false, [""mixed"", ""team""], [], [], [""air"", ""metres"", ""pistol""]]",mixed | team,mixed | team,air | metres | pistol,air | metres | pistol,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
1468,"Air Rifle, 10 metres, Team, Mixed (Olympic)",1687,"Air Rifle, 10 metres, Team, Mixed Youth (YOG)",Shooting,Shooting,MIXED,MIXED,0.846154,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,yog youth,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""mixed"", ""team""], [], [], [""air"", ""metres"", ""rifle""]]","[""mixed"", true, false, [""mixed"", ""team""], [], [], [""air"", ""metres"", ""rifle""]]",mixed | team,mixed | team,air | metres | rifle,air | metres | rifle,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
675,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)",2313,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Shooting,Shooting,WOMEN,WOMEN,0.730435,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente2 | fuente3,,,shooting,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""bore"", ""metres"", ""positions"", ""rifle"", ""small"", ""three""]]","[""women"", false, false, [], [], [], [""bore"", ""metres"", ""positions"", ""rifle"", ""small"", ""three""]]",,,bore | metres | positions | rifle | small | three,bore | metres | positions | rifle | small | three,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
686,"Double Trap, Women (Olympic)",687,"Trap, Women (Olympic)",Shooting,Shooting,WOMEN,WOMEN,0.837209,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('2000', 'Summer'), ('2004', 'Summer')]",double,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [""double""], [], [], [""trap""]]","[""women"", false, false, [], [], [], [""trap""]]",double,,trap,trap,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
687,"Trap, Women (Olympic)",2840,Trap Women,Shooting,Shooting,WOMEN,WOMEN,0.714286,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""trap""]]","[""women"", false, false, [], [], [], [""trap""]]",,,trap,trap,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
724,"Skeet, Women (Olympic)",2870,Skeet Women,Shooting,Shooting,WOMEN,WOMEN,0.733333,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""skeet""]]","[""women"", false, false, [], [], [], [""skeet""]]",,,skeet,skeet,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
2320,Shooting Women's Trap,2517,Shooting Women's Double Trap,Shooting,Shooting,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('2000', 'Summer'), ('2004', 'Summer')] | fuente3:[('2000', 'Summer'), ('2004', 'Summer')]",,double,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [], [], [], [""trap""]]","[""women"", false, false, [""double""], [], [], [""trap""]]",,double,trap,trap,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1240,"Ice Dancing, Mixed (Olympic)",1267,"Ice Dancing, Mixed (Olympic (non-medal))",Skating,Figure Skating,MIXED,MIXED,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""mixed""], [], [], [""dancing"", ""ice""]]","[""mixed"", false, true, [""mixed""], [], [], [""dancing"", ""ice"", ""medal""]]",mixed,mixed,dancing | ice,dancing | ice | medal,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
1240,"Ice Dancing, Mixed (Olympic)",1803,"Ice Dancing, Mixed Youth (YOG)",Skating,Figure Skating,MIXED,MIXED,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,yog youth,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""mixed""], [], [], [""dancing"", ""ice""]]","[""mixed"", true, false, [""mixed""], [], [], [""dancing"", ""ice""]]",mixed,mixed,dancing | ice,dancing | ice,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
1286,"500 metres, Men (Olympic (non-medal))",1288,"1,500 metres, Men (Olympic (non-medal))",Skating,Short Track Speed Skating,MEN,MEN,0.969697,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, true, [], [], [], [""medal"", ""metres""]]","[""men"", false, true, [], [], [], [""medal"", ""metres""]]",,,medal | metres,medal | metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1286,"500 metres, Men (Olympic (non-medal))",1324,"500 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",medal non,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, true, [], [], [], [""medal"", ""metres""]]","[""men"", false, false, [], [], [], [""metres""]]",,,medal | metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1287,"1,000 metres, Men (Olympic (non-medal))",1325,"1,000 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Winter')]",medal non,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, true, [], [], [], [""medal"", ""metres""]]","[""men"", false, false, [], [], [], [""metres""]]",,,medal | metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
