componente_atleta,miembros,nombres,tamano,fuentes,pares_evaluados,pares_safe,pares_review_conflict,pares_same_source_review,transitividad_insegura,attribute_conflict,clasificacion,id_atleta_canonico_propuesto,nombre_canonico_propuesto,puntuacion_completitud_canonico,razon,campos_a_rellenar,campos_attribute_conflict
AT017183,164792;258134,Li Ling | Li Ling,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164792,Li Ling,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017184,164798;258190,Li Qian | Li Qian,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164798,Li Qian,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017185,164799;258191,Li Qian | Li Qian,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164799,Li Qian,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017186,164805;258226,Li Tao | Li Tao,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164805,Li Tao,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017187,164809;258233,Li Ting | Li Ting,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164809,Li Ting,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017188,164811;258235,Li Wei | Li Wei,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164811,Li Wei,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017189,164816;258304,Li Yan | Li Yan,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164816,Li Yan,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017190,164818;258307,Li Yang | Li Yang,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164818,Li Yang,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017191,164819;258308,Li Yang | Li Yang,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164819,Li Yang,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017192,164820;258309,Li Yang | Li Yang,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164820,Li Yang,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017193,164822;258316,Li Yong-Chol | Li Yong-chol,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,258316,Li Yong-chol,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017194,164830;258360,Ren Lbal | Ren Lbal,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,164830,Ren Lbal,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017195,164863;258497,Dniel Ligeti | Dniel Ligeti,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,164863,Dniel Ligeti,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017196,164872;258539,Gyngyi Likerecz | Gyngyi Likerecz,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,164872,Gyngyi Likerecz,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017197,164900;258696,Mariana Limbu | Mariana Limbu,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,164900,Mariana Limbu,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017198,164903;258747,Lin Li | Lin Li,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,164903,Lin Li,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017199,164940;259040,Drte Lindner | Drte Lindner,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,164940,Drte Lindner,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017200,164957;259094,Georg Lindstrm | Georg Lindstrm,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,259094,Georg Lindstrm,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017201,164997;259237,Josip Lipokati | Josip Lipokati,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,259237,Josip Lipokati,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017202,165000;259238,Wilhelm Lippa | Wilhelm Lippa,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,259238,Wilhelm Lippa,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017203,165039;259420,Liu Changcheng | Liu Changcheng,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165039,Liu Changcheng,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017204,165040;259439,Liu Hao | Liu Hao,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165040,Liu Hao,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017205,165043;259474,Liu Qing | Liu Qing,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165043,Liu Qing,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017206,165046;259492,Liu Wei | Liu Wei,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165046,Liu Wei,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017207,165050;259506,Liu Xin | Liu Xin,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165050,Liu Xin,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017208,165051;259521,Liu Yang | Liu Yang,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165051,Liu Yang,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017209,165055;259527,Liu Ying | Liu Ying,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165055,Liu Ying,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017210,165061;259553,Jnis Lvens | Jnis Lvens,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,259553,Jnis Lvens,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017211,165072;259620,Stjepan Ljubi | Stjepan Ljubi,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,259620,Stjepan Ljubi,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017212,165107;259850,Bettina Lbel | Bettina Lbel,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165107,Bettina Lbel,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017213,165120;259909,William Lockwood | William Lockwood,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165120,William Lockwood,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017214,165131;259945,Horst Lffler | Horst Lffler,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165131,Horst Lffler,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017215,165133;259946,Wilhelm Lffler | Wilhelm Lffler,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,259946,Wilhelm Lffler,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017216,165141;259960,Bjrn Lofterd | Bjrn Lofterd,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165141,Bjrn Lofterd,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017217,165166;260067,Lubo Lom | Lubo Lom,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165166,Lubo Lom,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017218,165179;260119,Marcel Lomnick | Marcel Lomnick,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165179,Marcel Lomnick,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017219,165183;260130,Branislav Lonar | Branislav Lonar,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165183,Branislav Lonar,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017220,165190;260152,Arthur F. Long | Arthur Long,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,260152,Arthur Long,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017221,165303;260430,Juan Lpez Lpez | Juan Lpez,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165303,Juan Lpez Lpez,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017222,165324;260468,Luis Lpez | Luis Lpez,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,260468,Luis Lpez,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017223,165335;260480,Marisa A. Lpez | Marisa Lpez,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165335,Marisa A. Lpez,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017224,165395;260632,Doris Lorenz-Mller | Doris Lorenz-mller,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165395,Doris Lorenz-Mller,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017225,165415;260687,Lutz Lscher | Lutz Lscher,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165415,Lutz Lscher,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017226,165417;260689,Josef Loek | Josef Loek,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,260689,Josef Loek,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017227,165441;260797,Denilson Loureno | Denilson Loureno,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165441,Denilson Loureno,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017228,165469;260880,Marin Lovrovi | Marin Lovrovi,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165469,Marin Lovrovi,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017229,165479;260924,Eva Loweov-Orvoov | Eva Loweov-orvoov,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165479,Eva Loweov-Orvoov,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017230,165494;260986,Boko Lozica | Boko Lozica,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165494,Boko Lozica,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017231,165498;260990,Heidi Lke | Heidi Lke,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165498,Heidi Lke,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017232,165508;260994,Verner Lvgreen | Verner Lvgreen,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,260994,Verner Lvgreen,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017233,165525;261013,Lu Bin | Lu Bin,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165525,Lu Bin,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017234,165547;261147,Walter J. Lchinger | Walter Lchinger,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,261147,Walter Lchinger,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017235,165555;261163,Jrg Lucke | Jrg Lucke,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165555,Jrg Lucke,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017236,165557;261164,Gina Lckenkemper | Gina Lckenkemper,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165557,Gina Lckenkemper,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017237,165558;261165,Alfred Lcker | Alfred Lcker,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165558,Alfred Lcker,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017238,165565;261182,Alexander Lderitz | Alexander Lderitz,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165565,Alexander Lderitz,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017239,165566;261183,Wolfgang Lderitz | Wolfgang Lderitz,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165566,Wolfgang Lderitz,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017240,165579;261227,Arnold Luhar | Arnold Luhar,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165579,Arnold Luhar,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017241,165590;261268,Rudolf Luk | Rudolf Luk,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165590,Rudolf Luk,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017242,165615;261380,Jrn Lund | Jrn Lund,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165615,Jrn Lund,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017243,165617;261391,Ji Lundk | Ji Lundk,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165617,Ji Lundk,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017244,165644;261508,Ruslan Lunev | Ruslan Lunev,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165644,Ruslan Lunev,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017245,165670;261626,Deni Lui | Deni Lui,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165670,Deni Lui,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017246,165674;261633,Voldemrs Lsis | Voldemrs Lsis,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165674,Voldemrs Lsis,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017247,165681;261652,Carolina Lthi | Carolina Lthi,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165681,Carolina Lthi,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017248,165683;261653,Fred Lthi | Fred Lthi,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,261653,Fred Lthi,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017249,165685;261654,Friedrich Lthi | Friedrich Lthi,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,261654,Friedrich Lthi,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017250,165686;261655,Hans Lthi | Hans Lthi,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165686,Hans Lthi,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017251,165702;261679,Lu Quan | Lu Quan,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,261679,Lu Quan,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017252,165709;261696,Jos Luyindula | Jos Luyindula,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165709,Jos Luyindula,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017253,165711;261703,Melnia Luz | Melnia Luz,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,261703,Melnia Luz,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017254,165719;261711,Jolanta ukaszewicz | Jolanta Ukaszewicz,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165719,Jolanta ukaszewicz,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017255,165732;261764,Konstantinos Lymberakis | Konstantinos Lymberakis,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165732,Konstantinos Lymberakis,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017256,165753;261895,Ma Lin | Ma Lin,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165753,Ma Lin,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017257,165754;261913,Ma Ying | Ma Ying,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165754,Ma Ying,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017258,165772;262000,Toms MacCormik | Toms Maccormik,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165772,Toms MacCormik,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017259,165773;262001,rika MacDavid | rika Macdavid,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165773,rika MacDavid,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017260,165784;262056,Botjan Maek | Botjan Maek,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165784,Botjan Maek,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017261,165786;262057,Ismail Maev | Ismail Maev,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165786,Ismail Maev,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017262,165792;262073,Duan Machek | Duan Machek,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165792,Duan Machek,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017263,165804;262112,Josef Macha | Josef Macha,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165804,Josef Macha,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017264,165805;262113,Josef Machan | Josef Machan,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165805,Josef Machan,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017265,165808;262120,Chand C. Machiah | Chand Machiah,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,262120,Chand Machiah,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017266,165860;262354,Endre Madarsz | Endre Madarsz,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,262354,Endre Madarsz,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017267,165862;262355,Viktria Madarsz | Viktria Madarsz,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165862,Viktria Madarsz,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017268,165872;262393,Tom Mder | Tom Mder,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165872,Tom Mder,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017269,165897;262530,Senpan Maekawa | Senpan Maekawa,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,262530,Senpan Maekawa,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017270,165904;262551,Mihaela Maevska | Mihaela Maevska,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165904,Mihaela Maevska,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017271,165928;262620,mile Maggi | mile Maggi,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,262620,mile Maggi,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017272,165929;262627,Rasmus Mgi | Rasmus Mgi,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165929,Rasmus Mgi,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017273,165935;262668,Horst-Rdiger Magnor | Horst-Rdiger Magnor,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165935,Horst-Rdiger Magnor,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017274,165948;262703,James W. H. Maguire | James Maguire,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,165948,James W. H. Maguire,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017275,165969;262804,Lszl Mah | Lszl Mah,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165969,Lszl Mah,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017276,165979;262845,Harold E. Maidment | Harold Maidment,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,262845,Harold Maidment,1/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017277,166000;262937,Nae Majen | Nae Majen,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,262937,Nae Majen,1/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017278,166013;262984,Istvn Major | Istvn Major,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,166013,Istvn Major,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017279,166015;262985,Istvn Majoros | Istvn Majoros,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,166015,Istvn Majoros,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017280,166016;262987,Biljana Majstorovi | Biljana Majstorovi,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,166016,Biljana Majstorovi,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017281,166025;263006,Balzs Makny | Balzs Makny,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,166025,Balzs Makny,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017282,166050;263066,Matti Mki | Matti Mki,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,166050,Matti Mki,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017283,166067;263102,Jakub Makovika | Jakub Makovika,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,166067,Jakub Makovika,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT017284,166072;263118,Dmitry Maksimov | Dmitry Maksimov,2,fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,166072,Dmitry Maksimov,3/1,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT017285,166107;263259,Petr Mlek | Petr Mlek,2,fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,166107,Petr Mlek,3/1,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
