componente_evento,id_evento_origen,nombre_origen,id_evento_canonico_propuesto,nombre_canonico_propuesto,merge_propuesto,estado_componente,razon
EV00208,1444,"Curling, Men (Olympic (non-medal))",1444,"Curling, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00208,2205,Curling Men's Curling,1444,"Curling, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00209,1464,"4 × 100 metres Medley Relay, Mixed (Olympic)",1490,"4 × 100 metres Medley Relay, Mixed Youth (YOG)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00209,1490,"4 × 100 metres Medley Relay, Mixed Youth (YOG)",1490,"4 × 100 metres Medley Relay, Mixed Youth (YOG)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00210,1466,"Skiff, Women (Olympic)",2728,Women's Skiff - 49er  Team,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00210,2289,Sailing Women's Skiff,2728,Women's Skiff - 49er  Team,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00210,2728,Women's Skiff - 49er  Team,2728,Women's Skiff - 49er  Team,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00210,3087,Women's Skiff,2728,Women's Skiff - 49er  Team,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00211,1467,"Skiff, Men (Olympic)",2453,Sailing Men's Skiff,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00211,2453,Sailing Men's Skiff,2453,Sailing Men's Skiff,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00211,3060,Men's Skiff,2453,Sailing Men's Skiff,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00212,1468,"Air Rifle, 10 metres, Team, Mixed (Olympic)",1687,"Air Rifle, 10 metres, Team, Mixed Youth (YOG)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00212,1687,"Air Rifle, 10 metres, Team, Mixed Youth (YOG)",1687,"Air Rifle, 10 metres, Team, Mixed Youth (YOG)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00213,1470,"Sabre, Individual, Women (Olympic)",2474,"Fencing Women's Sabre, Individual",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00213,2474,"Fencing Women's Sabre, Individual",2474,"Fencing Women's Sabre, Individual",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00213,2905,Women's Sabre Individual,2474,"Fencing Women's Sabre, Individual",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00214,1471,"Sabre, Team, Women (Olympic)",2344,"Fencing Women's Sabre, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00214,2344,"Fencing Women's Sabre, Team",2344,"Fencing Women's Sabre, Team",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00214,2906,Women's Sabre Team,2344,"Fencing Women's Sabre, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00215,1472,"Relay, Mixed (Olympic)",1472,"Relay, Mixed (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00215,2824,Mixed Relay Team,1472,"Relay, Mixed (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00215,3106,Mixed Relay,1472,"Relay, Mixed (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00216,1473,"Team Pursuit, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno
EV00216,2467,Cycling Women's Team Pursuit,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno
EV00216,2860,Women's Team Pursuit Team,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno
EV00216,3044,Women's Team Pursuit,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno
EV00217,1475,"Doubles, Mixed (Olympic)",1475,"Doubles, Mixed (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00217,2746,Mixed Doubles Team,1475,"Doubles, Mixed (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00217,3052,Mixed Doubles,1475,"Doubles, Mixed (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00218,1480,"Normal Hill, Team, Mixed (Olympic)",1862,"Normal Hill, Team, Mixed Youth (YOG)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00218,1862,"Normal Hill, Team, Mixed Youth (YOG)",1862,"Normal Hill, Team, Mixed Youth (YOG)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00219,1494,"Team, Mixed (Olympic)",1494,"Team, Mixed (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00219,2717,Mixed Team,1494,"Team, Mixed (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00220,1600,"Madison, Women (Olympic)",1600,"Madison, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00220,2957,Women's Madison,1600,"Madison, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00221,1677,"Park, Men (Olympic)",1677,"Park, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00221,2873,Men's Park,1677,"Park, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00222,1859,"Normal Hill, Team, Mixed Youth (YOG)",1859,"Normal Hill, Team, Mixed Youth (YOG)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00222,1898,"Normal Hill, Team, Mixed (Olympic)",1859,"Normal Hill, Team, Mixed Youth (YOG)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00223,1878,"Park, Women (Olympic)",1878,"Park, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00223,2970,Women's Park,1878,"Park, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00224,1881,"Combined, Women (Olympic)",1881,"Combined, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00224,2992,Women's Combined,1881,"Combined, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00225,1882,"Street, Women (Olympic)",1882,"Street, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00225,2972,Women's Street,1882,"Street, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00226,1883,"Park, Women (Olympic)",1883,"Park, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00226,2923,Women's Park,1883,"Park, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00227,1885,"Park, Men (Olympic)",1885,"Park, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00227,2989,Men's Park,1885,"Park, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00228,1886,"Combined, Men (Olympic)",1886,"Combined, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00228,2994,Men's Combined,1886,"Combined, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00229,1888,"Street, Men (Olympic)",1888,"Street, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00229,2907,Men's Street,1888,"Street, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00230,1894,"Kata, Men (Olympic)",1894,"Kata, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00230,2853,Men's Kata,1894,"Kata, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00231,1895,"Kata, Women (Olympic)",1895,"Kata, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00231,2867,Women's Kata,1895,"Kata, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00232,1906,Cross Country Skiing Men's 10 kilometres,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00232,1908,Cross Country Skiing Men's 10/15 kilometres Pursuit,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00232,1962,Cross Country Skiing Men's 15 kilometres,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00232,2403,Cross Country Skiing Men's 10/10 kilometres Pursuit,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00233,1929,"Art Competitions Mixed Sculpturing, Unknown Event",2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00233,2331,"Art Competitions Mixed Sculpturing, Statues",2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00233,2399,Art Competitions Mixed Sculpturing,2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00233,2562,"Art Competitions Mixed Sculpturing, Medals And Plaques",2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00233,2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00233,2580,"Art Competitions Mixed Sculpturing, Medals",2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00233,2645,"Art Competitions Mixed Sculpturing, Reliefs",2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00234,1950,Bobsleigh Men's Four,2372,Bobsleigh Men's Four/Five,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00234,2372,Bobsleigh Men's Four/Five,2372,Bobsleigh Men's Four/Five,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00235,1973,"Athletics Men's 5,000 metres",2545,"Athletics Men's 5,000 metres, Team",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00235,2545,"Athletics Men's 5,000 metres, Team",2545,"Athletics Men's 5,000 metres, Team",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00236,2013,Rowing Men's Coxed Pairs,2536,Rowing Men's Coxed Pairs (1 kilometres),YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00236,2536,Rowing Men's Coxed Pairs (1 kilometres),2536,Rowing Men's Coxed Pairs (1 kilometres),NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00236,2547,Rowing Men's Coxed Pairs (1 mile),2536,Rowing Men's Coxed Pairs (1 kilometres),YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00237,2026,Weightlifting Men's Heavyweight,2333,Weightlifting Men's Heavyweight II,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00237,2315,Weightlifting Men's Heavyweight I,2333,Weightlifting Men's Heavyweight II,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00237,2333,Weightlifting Men's Heavyweight II,2333,Weightlifting Men's Heavyweight II,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00238,2044,"Athletics Women's 3,000 metres",2316,"Athletics Women's 3,000 metres Steeplechase",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00238,2316,"Athletics Women's 3,000 metres Steeplechase",2316,"Athletics Women's 3,000 metres Steeplechase",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00239,2065,"Wrestling Men's Middleweight, Greco-Roman",2128,"Wrestling Men's Middleweight A, Greco-Roman",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00239,2128,"Wrestling Men's Middleweight A, Greco-Roman",2128,"Wrestling Men's Middleweight A, Greco-Roman",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00239,2309,"Wrestling Men's Middleweight B, Greco-Roman",2128,"Wrestling Men's Middleweight A, Greco-Roman",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00240,2084,Swimming Men's 200 metres Freestyle,2455,"Swimming Men's 1,200 metres Freestyle",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00240,2455,"Swimming Men's 1,200 metres Freestyle",2455,"Swimming Men's 1,200 metres Freestyle",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00241,2105,Nordic Combined Men's Individual,2531,"Nordic Combined Men's Normal Hill / 10 km, Individual",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00241,2531,"Nordic Combined Men's Normal Hill / 10 km, Individual",2531,"Nordic Combined Men's Normal Hill / 10 km, Individual",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00241,2532,"Nordic Combined Men's Large Hill / 10 km, Individual",2531,"Nordic Combined Men's Normal Hill / 10 km, Individual",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00242,2107,Rowing Men's Coxed Fours,2385,"Rowing Men's Coxed Fours, Outriggers",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00242,2385,"Rowing Men's Coxed Fours, Outriggers",2385,"Rowing Men's Coxed Fours, Outriggers",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00242,2397,"Rowing Men's Coxed Fours, Inriggers",2385,"Rowing Men's Coxed Fours, Outriggers",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00243,2110,"Art Competitions Mixed Architecture, Designs For Town Planning",2110,"Art Competitions Mixed Architecture, Designs For Town Planning",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00243,2111,"Art Competitions Mixed Architecture, Architectural Designs",2110,"Art Competitions Mixed Architecture, Designs For Town Planning",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00243,2388,"Art Competitions Mixed Architecture, Unknown Event",2110,"Art Competitions Mixed Architecture, Designs For Town Planning",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00243,2588,Art Competitions Mixed Architecture,2110,"Art Competitions Mixed Architecture, Designs For Town Planning",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00244,2148,Cross Country Skiing Women's 5 kilometres,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00244,2149,Cross Country Skiing Women's 10 kilometres,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00244,2365,Cross Country Skiing Women's 5/10 kilometres Pursuit,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00244,2368,Cross Country Skiing Women's 5/5 kilometres Pursuit,,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00245,2163,Archery Men's Team,2594,Archery Men's Team Round,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00245,2594,Archery Men's Team Round,2594,Archery Men's Team Round,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00246,2181,Art Competitions Mixed Painting,2188,"Art Competitions Mixed Painting, Unknown Event",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00246,2188,"Art Competitions Mixed Painting, Unknown Event",2188,"Art Competitions Mixed Painting, Unknown Event",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00246,2328,"Art Competitions Mixed Painting, Paintings",2188,"Art Competitions Mixed Painting, Unknown Event",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00246,2495,"Art Competitions Mixed Painting, Graphic Arts",2188,"Art Competitions Mixed Painting, Unknown Event",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00246,2499,"Art Competitions Mixed Painting, Applied Arts",2188,"Art Competitions Mixed Painting, Unknown Event",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00247,2191,"Swimming Men's 1,500 metres Freestyle",2191,"Swimming Men's 1,500 metres Freestyle",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00247,2659,Swimming Men's 500 metres Freestyle,2191,"Swimming Men's 1,500 metres Freestyle",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00248,2206,Art Competitions Mixed Literature,2556,"Art Competitions Mixed Literature, Dramatic Works",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00248,2491,"Art Competitions Mixed Literature, Lyric Works",2556,"Art Competitions Mixed Literature, Dramatic Works",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
