id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon
676,"Free Pistol, 50 metres, Men (Olympic)",703,"Free Pistol, 50 metres, Men (Intercalated)",Shooting,Shooting,MEN,MEN,0.760563,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
676,"Free Pistol, 50 metres, Men (Olympic)",711,"Free Pistol, 50 metres, Team, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.929577,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
677,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)",728,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.946237,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
678,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)",2079,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Shooting,Shooting,MEN,MEN,0.756757,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
681,"Skeet, Men (Olympic)",2747,Skeet Men,Shooting,Shooting,MEN,MEN,0.692308,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
688,"Running Target, Single and Double Shot, Men (Olympic)",2437,"Shooting Men's Running Target, Single And Double Shot",Shooting,Shooting,MEN,MEN,0.732673,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
689,"Small-Bore Rifle, Prone, 50 and 100 yards, Men (Olympic)",2419,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",Shooting,Shooting,MEN,MEN,0.742857,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
690,"Small-Bore Rifle, Disappearing Target, 25 yards, Men (Olympic)",2421,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",Shooting,Shooting,MEN,MEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
691,"Small-Bore Rifle, Moving Target, 25 yards, Men (Olympic)",2422,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",Shooting,Shooting,MEN,MEN,0.742857,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
700,"Military Rifle, Three Positions, 300 metres, Men (Olympic)",2225,"Shooting Men's Military Rifle, Three Positions, 300 metres",Shooting,Shooting,MEN,MEN,0.752294,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
701,"Military Rifle, Any Position, 600 metres, Men (Olympic)",2226,"Shooting Men's Military Rifle, Any Position, 600 metres",Shooting,Shooting,MEN,MEN,0.737864,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
702,"Dueling Pistol, 30 metres, Men (Olympic)",743,"Dueling Pistol, 30 metres, Team, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.935065,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
704,"Military Revolver, 1873-1874 Gras Model, 20 metres, Men (Intercalated)",705,"Military Revolver, 20 metres, Men (Intercalated)",Shooting,Shooting,MEN,MEN,0.807339,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
708,"Free Rifle, Any Position, 300 metres, Men (Intercalated)",750,"Free Rifle, Any Position, 300 metres, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.845361,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
713,"Free Rifle, 400, 600 and 800 metres, Team, Men (Olympic)",2276,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Shooting,Shooting,MEN,MEN,0.737864,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
714,"Small-Bore Rifle, Standing, 50 metres, Men (Olympic)",2463,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",Shooting,Shooting,MEN,MEN,0.721649,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
714,"Small-Bore Rifle, Standing, 50 metres, Men (Olympic)",2464,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.72549,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
723,"Military Rifle, 200/500/600/800/900/1,000 yards, Team, Men (Olympic)",2436,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Shooting,Shooting,MEN,MEN,0.790698,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
727,"Military Rifle, 200, 400, 500 and 600 metres, Team, Men (Olympic)",751,"Military Rifle, 200 metres, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.778947,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
727,"Military Rifle, 200, 400, 500 and 600 metres, Team, Men (Olympic)",2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Shooting,Shooting,MEN,MEN,0.773109,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
728,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)",2610,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.732673,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
729,"Small-Bore Rifle, Any Position, 50 metres, Men (Olympic)",2438,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",Shooting,Shooting,MEN,MEN,0.742857,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
730,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",752,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)",Shooting,Shooting,MEN,MEN,0.958678,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
730,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",2439,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",Shooting,Shooting,MEN,MEN,0.773109,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
730,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",2576,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Shooting,Shooting,MEN,MEN,0.774194,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
752,"Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)",2576,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Shooting,Shooting,MEN,MEN,0.790698,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1963,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",2610,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.949495,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1965,Shooting Men's Trap,2345,Shooting Men's Double Trap,Shooting,Shooting,MEN,MEN,0.844444,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1965,Shooting Men's Trap,2480,"Shooting Men's Trap, Team",Shooting,Shooting,MEN,MEN,0.883721,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2054,"Shooting Men's Free Pistol, 50 metres",2270,"Shooting Men's Free Pistol, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.935065,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2224,"Shooting Men's Free Rifle, Three Positions, 300 metres",2271,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Shooting,MEN,MEN,0.954128,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2227,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",2533,"Shooting Men's Military Rifle, 200 metres",Shooting,Shooting,MEN,MEN,0.792079,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2228,"Shooting Men's Military Rifle, Prone, 300 metres",2272,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Shooting,Shooting,MEN,MEN,0.948454,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",2272,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Shooting,Shooting,MEN,MEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",2273,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Shooting,Shooting,MEN,MEN,0.803419,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",2570,"Shooting Men's Military Rifle, Prone, 600 metres",Shooting,Shooting,MEN,MEN,0.75,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2253,"Shooting Men's Running Target, Single Shot",2437,"Shooting Men's Running Target, Single And Double Shot",Shooting,Shooting,MEN,MEN,0.88172,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2253,"Shooting Men's Running Target, Single Shot",2487,"Shooting Men's Running Target, Single Shot, Team",Shooting,Shooting,MEN,MEN,0.942529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2254,"Shooting Men's Running Target, Double Shot",2437,"Shooting Men's Running Target, Single And Double Shot",Shooting,Shooting,MEN,MEN,0.88172,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2254,"Shooting Men's Running Target, Double Shot",2502,"Shooting Men's Running Target, Double Shot, Team",Shooting,Shooting,MEN,MEN,0.942529,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2273,"Shooting Men's Military Rifle, Prone, 600 metres, Team",2570,"Shooting Men's Military Rifle, Prone, 600 metres",Shooting,Shooting,MEN,MEN,0.948454,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2274,"Shooting Men's Military Rifle, Standing, 300 metres, Team",2626,"Shooting Men's Military Rifle, Standing, 300 metres",Shooting,Shooting,MEN,MEN,0.951456,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2374,"Shooting Men's Dueling Pistol, 30 metres",2573,"Shooting Men's Dueling Pistol, 30 metres, Team",Shooting,Shooting,MEN,MEN,0.939759,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2439,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",2576,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Shooting,Shooting,MEN,MEN,0.96063,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2463,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",2464,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Shooting,Shooting,MEN,MEN,0.952381,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2503,"Shooting Men's Free Pistol, 50 yards",2504,"Shooting Men's Free Pistol, 50 yards, Team",Shooting,Shooting,MEN,MEN,0.933333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2581,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",2626,"Shooting Men's Military Rifle, Standing, 300 metres",Shooting,Shooting,MEN,MEN,0.890909,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2606,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",2607,"Shooting Men's Military Revolver, 20 metres",Shooting,Shooting,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1386,"Trap, Team, Mixed (Olympic)",2841,Trap Mixed Team,Shooting,Shooting,MIXED,MIXED,0.631579,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
1387,"Air Pistol, 10 metres, Team, Mixed (Olympic)",1705,"Air Pistol, 10 metres, Team, Mixed Youth (YOG)",Shooting,Shooting,MIXED,MIXED,0.85,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1468,"Air Rifle, 10 metres, Team, Mixed (Olympic)",1687,"Air Rifle, 10 metres, Team, Mixed Youth (YOG)",Shooting,Shooting,MIXED,MIXED,0.846154,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
675,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)",2313,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Shooting,Shooting,WOMEN,WOMEN,0.730435,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
686,"Double Trap, Women (Olympic)",687,"Trap, Women (Olympic)",Shooting,Shooting,WOMEN,WOMEN,0.837209,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
687,"Trap, Women (Olympic)",2840,Trap Women,Shooting,Shooting,WOMEN,WOMEN,0.714286,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
724,"Skeet, Women (Olympic)",2870,Skeet Women,Shooting,Shooting,WOMEN,WOMEN,0.733333,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente."
2320,Shooting Women's Trap,2517,Shooting Women's Double Trap,Shooting,Shooting,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1240,"Ice Dancing, Mixed (Olympic)",1267,"Ice Dancing, Mixed (Olympic (non-medal))",Skating,Figure Skating,MIXED,MIXED,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1240,"Ice Dancing, Mixed (Olympic)",1803,"Ice Dancing, Mixed Youth (YOG)",Skating,Figure Skating,MIXED,MIXED,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1286,"500 metres, Men (Olympic (non-medal))",1288,"1,500 metres, Men (Olympic (non-medal))",Skating,Short Track Speed Skating,MEN,MEN,0.969697,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1286,"500 metres, Men (Olympic (non-medal))",1324,"500 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.814815,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1287,"1,000 metres, Men (Olympic (non-medal))",1325,"1,000 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1288,"1,500 metres, Men (Olympic (non-medal))",1324,"500 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.785714,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1288,"1,500 metres, Men (Olympic (non-medal))",1339,"1,500 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1289,"5,000 metres Relay, Men (Olympic (non-medal))",1291,"5,000 metres Relay, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1324,"500 metres, Men (Olympic)",1339,"1,500 metres, Men (Olympic)",Skating,Short Track Speed Skating,MEN,MEN,0.956522,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2394,Short Track Speed Skating Men's 500 metres,2406,"Short Track Speed Skating Men's 1,500 metres",Skating,Short Track Speed Skating,MEN,MEN,0.976744,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1237,"3,000 metres Relay, Women (Olympic)",1257,"3,000 metres Relay, Women (Olympic (non-medal))",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.864865,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1245,"500 metres, Women (Olympic)",1246,"500 metres, Women (Olympic (non-medal))",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.827586,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1245,"500 metres, Women (Olympic)",1248,"1,500 metres, Women (Olympic (non-medal))",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1245,"500 metres, Women (Olympic)",1270,"1,500 metres, Women (Olympic)",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.96,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1246,"500 metres, Women (Olympic (non-medal))",1248,"1,500 metres, Women (Olympic (non-medal))",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.971429,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1247,"1,000 metres, Women (Olympic (non-medal))",1250,"1,000 metres, Women (Olympic)",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1248,"1,500 metres, Women (Olympic (non-medal))",1270,"1,500 metres, Women (Olympic)",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2516,Short Track Speed Skating Women's 500 metres,2534,"Short Track Speed Skating Women's 1,500 metres",Skating,Short Track Speed Skating,WOMEN,WOMEN,0.977778,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1278,"500 metres, Men (Olympic)",1283,"1,500 metres, Men (Olympic)",Skating,Speed Skating,MEN,MEN,0.956522,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1813,"1,500 metres, Boys (YOG)",1818,"500 metres, Boys (YOG)",Skating,Speed Skating,MEN,MEN,0.95,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1938,Speed Skating Men's 500 metres,1939,"Speed Skating Men's 1,500 metres",Skating,Speed Skating,MEN,MEN,0.967742,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
263,"3,000 metres, Women (Olympic)",1528,"3,000 metres Relay, Women (Olympic)",Skating,Speed Skating,WOMEN,WOMEN,0.896552,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1228,"1,500 metres, Women (Olympic)",1241,"500 metres, Women (Olympic)",Skating,Speed Skating,WOMEN,WOMEN,0.96,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1789,"500 metres, Girls (YOG)",1791,"1,500 metres, Girls (YOG)",Skating,Speed Skating,WOMEN,WOMEN,0.952381,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1904,Speed Skating Women's 500 metres,2164,"Speed Skating Women's 1,500 metres",Skating,Speed Skating,WOMEN,WOMEN,0.969697,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1276,"Giant Slalom, Men (Olympic)",1277,"Slalom, Men (Olympic)",Skiing,Alpine Skiing,MEN,MEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1317,"Large Hill, Individual, Men (Olympic)",1321,"Individual, Men (Olympic)",Skiing,Alpine Skiing,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1633,"Giant Slalom, Boys (YOG)",1634,"Slalom, Boys (YOG)",Skiing,Alpine Skiing,MEN,MEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1932,Alpine Skiing Men's Giant Slalom,1933,Alpine Skiing Men's Slalom,Skiing,Alpine Skiing,MEN,MEN,0.896552,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1218,"Slalom, Women (Olympic)",1230,"Giant Slalom, Women (Olympic)",Skiing,Alpine Skiing,WOMEN,WOMEN,0.869565,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1218,"Slalom, Women (Olympic)",1666,"Parallel Giant Slalom, Women (Olympic)",Skiing,Alpine Skiing,WOMEN,WOMEN,0.727273,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1230,"Giant Slalom, Women (Olympic)",1666,"Parallel Giant Slalom, Women (Olympic)",Skiing,Alpine Skiing,WOMEN,WOMEN,0.852459,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1637,"Giant Slalom, Girls (YOG)",1638,"Slalom, Girls (YOG)",Skiing,Alpine Skiing,WOMEN,WOMEN,0.842105,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2020,Alpine Skiing Women's Slalom,2146,Alpine Skiing Women's Giant Slalom,Skiing,Alpine Skiing,WOMEN,WOMEN,0.903226,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1111,"Large Hill, Individual, Men (Olympic)",1113,"Individual, Men (Olympic)",Skiing,Cross Country Skiing,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1132,"4 × 10 kilometres Relay, Men (Olympic)",1292,"10 kilometres, Men (Olympic)",Skiing,Cross Country Skiing,MEN,MEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1136,"15 kilometres, Men (Olympic)",1293,"10/15 kilometres Pursuit, Men (Olympic)",Skiing,Cross Country Skiing,MEN,MEN,0.819672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1137,"30 kilometres, Men (Olympic)",1309,"30 kilometres Skiathlon, Men (Olympic)",Skiing,Cross Country Skiing,MEN,MEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1292,"10 kilometres, Men (Olympic)",1293,"10/15 kilometres Pursuit, Men (Olympic)",Skiing,Cross Country Skiing,MEN,MEN,0.819672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1292,"10 kilometres, Men (Olympic)",1298,"10/10 kilometres Pursuit, Men (Olympic)",Skiing,Cross Country Skiing,MEN,MEN,0.819672,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1293,"10/15 kilometres Pursuit, Men (Olympic)",1298,"10/10 kilometres Pursuit, Men (Olympic)",Skiing,Cross Country Skiing,MEN,MEN,0.972222,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1308,"Sprint, Men (Olympic)",1310,"Team Sprint, Men (Olympic)",Skiing,Cross Country Skiing,MEN,MEN,0.878049,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1310,"Team Sprint, Men (Olympic)",1383,"Team, Men (Olympic)",Skiing,Cross Country Skiing,MEN,MEN,0.820513,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1313,"Military Ski Patrol, Men (Olympic)",1365,"Military Ski Patrol, Men (Olympic (non-medal))",Skiing,Cross Country Skiing,MEN,MEN,0.861111,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1906,Cross Country Skiing Men's 10 kilometres,1908,Cross Country Skiing Men's 10/15 kilometres Pursuit,Skiing,Cross Country Skiing,MEN,MEN,0.879121,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1906,Cross Country Skiing Men's 10 kilometres,1909,Cross Country Skiing Men's 4 x 10 kilometres Relay,Skiing,Cross Country Skiing,MEN,MEN,0.888889,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1906,Cross Country Skiing Men's 10 kilometres,2403,Cross Country Skiing Men's 10/10 kilometres Pursuit,Skiing,Cross Country Skiing,MEN,MEN,0.879121,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1908,Cross Country Skiing Men's 10/15 kilometres Pursuit,1962,Cross Country Skiing Men's 15 kilometres,Skiing,Cross Country Skiing,MEN,MEN,0.879121,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
1908,Cross Country Skiing Men's 10/15 kilometres Pursuit,2403,Cross Country Skiing Men's 10/10 kilometres Pursuit,Skiing,Cross Country Skiing,MEN,MEN,0.980392,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
2166,Cross Country Skiing Men's Sprint,2413,Cross Country Skiing Men's Team Sprint,Skiing,Cross Country Skiing,MEN,MEN,0.929577,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.
